person_id,household_id,client_no,role,date_of_birth,employment_status,employment_started,desired_retirement_age,occupation_group,smoker,state_of_health,gross_annual_income,title,first_name,middle_names,last_name,known_as,pronouns,place_of_birth,nationality,gender,legal_sex,home_phone,mobile_phone,email_address
HH000318_P2,HH000318,2,spouse_partner,1989-09-01,unemployed,2015-10-14,67,business_owner,True,good,44820.48,Mrs,Mary,Ray,Brown,Mar,she_her,"Houston, TX",American,female,female,,(264) 724-1799,mary.brown@example.com
HH000319_P1,HH000319,1,primary,1965-01-09,inactive,1988-08-18,63,operations,False,fair,168443.38,Dr,Joseph,Ray,Moore,Joseph,he_him,"Seattle, WA",American,male,male,,(852) 440-8167,joseph.moore@example.com
HH000320_P1,HH000320,1,primary,1951-04-05,retired,1987-01-19,61,retired,False,good,29237.45,Mr,Joseph,,Anderson,Joseph,he_him,"Chicago, IL",American,male,male,,(246) 679-4560,joseph.anderson@example.com
HH000320_P2,HH000320,2,spouse_partner,1947-11-10,retired,1986-09-17,67,retired,False,poor,21666.87,Mrs,Jennifer,Lee,Anderson,Jennife,she_her,"Atlanta, GA",Irish,female,female,,(586) 658-8972,jennifer.anderson@example.com
HH000321_P1,HH000321,1,primary,1985-06-18,inactive,2006-11-18,67,exec,False,good,93208.44,Mr,Thomas,Ray,Miller,Thomas,he_him,"Seattle, WA",American,male,male,,(415) 324-0872,thomas.miller@example.com
HH000321_P2,HH000321,2,spouse_partner,1994-01-13,employed,2014-12-25,67,healthcare,False,good,69876.02,Ms,Mary,Rose,Miller,Mary,she_her,"Houston, TX",British,female,female,(273) 741-8307,(575) 548-8787,mary.miller@example.com
HH000322_P1,HH000322,1,primary,1988-12-12,employed,2012-01-21,69,exec,False,fair,52689.54,Ms,Susan,Grace,Davis,Susan,she_her,"New York, NY",American,female,female,(598) 468-9051,(956) 359-8619,susan.davis@example.com
HH000322_P2,HH000322,2,spouse_partner,1986-01-16,employed,2011-06-21,67,operations,False,fair,47022.02,Mr,Thomas,,Davis,Thoma,he_him,"Atlanta, GA",American,male,male,,(939) 588-5036,thomas.davis@example.com
HH000323_P1,HH000323,1,primary,1995-11-25,employed,2016-01-06,64,operations,False,good,84474.99,Mr,Joseph,James,Wilson,Josep,he_him,"Phoenix, AZ",American,male,male,,(399) 205-3931,joseph.wilson@example.com
HH000323_P2,HH000323,2,spouse_partner,1999-11-22,employed,2018-07-27,73,healthcare,False,excellent,33272.19,Dr,Susan,Ray,Smith,Susan,she_her,"New York, NY",American,female,female,,(620) 969-7623,susan.smith@example.com
HH000324_P1,HH000324,1,primary,1988-04-02,inactive,2008-03-16,71,finance,False,good,220114.99,Mrs,Mary,Jane,Miller,Mar,she_her,"Philadelphia, PA",American,female,female,(749) 501-1513,(392) 693-9601,mary.miller@example.com
HH000325_P1,HH000325,1,primary,1988-09-12,employed,2016-02-11,66,operations,False,excellent,74170.84,Mr,Joseph,Lee,Smith,Joseph,he_him,"Houston, TX",American,male,male,(363) 518-0799,(284) 743-4517,joseph.smith@example.com
HH000326_P1,HH000326,1,primary,1975-11-13,employed,2000-05-09,61,sales,False,excellent,45530.82,Mrs,Margaret,James,Moore,Margaret,she_her,"Chicago, IL",American,female,female,(275) 607-1327,(202) 234-8927,margaret.moore@example.com
HH000326_P2,HH000326,2,spouse_partner,1965-12-31,inactive,1986-02-21,64,inactive,False,poor,19994.17,Mr,Daniel,,Moore,Daniel,he_him,"Houston, TX",American,male,male,,(339) 385-4156,daniel.moore@example.com
HH000327_P1,HH000327,1,primary,1944-06-25,retired,1972-08-24,64,retired,True,good,44726.87,Mr,David,James,Johnson,Davi,he_him,"Atlanta, GA",American,male,male,(394) 877-1913,(739) 222-2596,david.johnson@example.com
HH000327_P2,HH000327,2,spouse_partner,1939-10-11,retired,1981-04-06,66,retired,False,good,20728.91,Ms,Linda,Ray,Johnson,Lind,she_her,"Atlanta, GA",American,female,female,,(285) 569-6386,linda.johnson@example.com
HH000328_P1,HH000328,1,primary,1945-12-23,retired,1981-02-01,61,retired,False,good,58273.24,Mrs,Margaret,Ray,Brown,Margaret,she_her,"New York, NY",American,female,female,,(463) 393-4780,margaret.brown@example.com
HH000328_P2,HH000328,2,spouse_partner,1940-05-06,retired,1974-05-31,65,retired,False,good,19960.61,Mr,James,Jane,Brown,James,he_him,"New York, NY",Canadian,male,male,,(642) 714-4915,james.brown@example.com
HH000329_P1,HH000329,1,primary,1963-09-26,inactive,1990-07-02,64,sales,False,excellent,213584.0,Mrs,Patricia,James,Brown,Patricia,she_her,"Seattle, WA",American,female,female,(283) 349-0250,(607) 435-2887,patricia.brown@example.com
HH000329_P2,HH000329,2,spouse_partner,1959-02-26,self_employed,1986-09-25,61,business_owner,False,good,76205.68,Mr,Daniel,Ray,Brown,Danie,he_him,"New York, NY",American,male,male,,(283) 253-4946,daniel.brown@example.com
HH000330_P1,HH000330,1,primary,1977-08-13,self_employed,1995-07-25,66,operations,False,good,119216.32,Ms,Susan,Lee,Anderson,Susan,she_her,"Chicago, IL",American,female,female,,(976) 783-0453,susan.anderson@example.com
HH000330_P2,HH000330,2,spouse_partner,1979-03-24,retired,2001-05-21,69,retired,False,fair,44357.83,Mr,Thomas,,Anderson,Thoma,he_him,"Chicago, IL",American,male,male,,(945) 663-0997,thomas.anderson@example.com
HH000331_P1,HH000331,1,primary,1976-10-04,employed,2004-02-02,66,business_owner,False,good,74817.51,Mrs,Jennifer,Jane,Smith,Jennifer,she_her,"Chicago, IL",American,female,female,(665) 842-2413,(208) 411-7163,jennifer.smith@example.com
HH000331_P2,HH000331,2,spouse_partner,1983-06-16,inactive,2004-04-19,69,inactive,False,fair,29644.91,Mr,Michael,,Smith,Michae,he_him,"Houston, TX",Indian,male,male,(380) 605-5109,(485) 387-6004,michael.smith@example.com
HH000332_P1,HH000332,1,primary,1969-05-14,employed,1992-05-27,70,operations,False,good,119233.14,Mr,Michael,Marie,Anderson,Michael,he_him,"Phoenix, AZ",British,male,male,(336) 563-4266,(979) 879-0549,michael.anderson@example.com
HH000332_P2,HH000332,2,spouse_partner,1978-08-22,employed,2001-12-16,69,business_owner,False,poor,33864.3,Dr,Linda,Rose,Anderson,Linda,she_her,"New York, NY",American,female,female,(265) 277-7034,(820) 478-0563,linda.anderson@example.com
HH000333_P1,HH000333,1,primary,1991-08-01,employed,2011-04-15,64,finance,False,good,107822.11,Mr,Thomas,Ray,Miller,Thomas,he_him,"Chicago, IL",American,male,male,(414) 630-3562,(347) 615-9617,thomas.miller@example.com
HH000333_P2,HH000333,2,spouse_partner,2000-03-12,employed,2018-07-28,68,business_owner,False,poor,32937.3,Mrs,Mary,Anne,Miller,Mar,she_her,"Atlanta, GA",American,female,female,(249) 858-0012,(452) 964-3910,mary.miller@example.com
HH000334_P1,HH000334,1,primary,1976-03-16,retired,2000-08-28,64,retired,False,excellent,55532.2,Dr,Michael,Ray,Moore,Michael,he_him,"Philadelphia, PA",American,male,male,(560) 849-8714,(852) 298-5848,michael.moore@example.com
HH000334_P2,HH000334,2,spouse_partner,1975-03-09,employed,1994-02-14,67,healthcare,False,good,18267.08,Ms,Margaret,,Johnson,Margaret,she_her,"Atlanta, GA",American,female,female,,(386) 844-1730,margaret.johnson@example.com
HH000335_P1,HH000335,1,primary,1986-10-06,inactive,2011-01-11,66,operations,False,fair,80121.81,Mrs,Linda,,Brown,Linda,she_her,"Houston, TX",Mexican,female,female,(345) 330-3281,(402) 762-9182,linda.brown@example.com
HH000335_P2,HH000335,2,spouse_partner,1992-07-07,employed,2019-06-02,61,operations,False,good,32838.23,Dr,Joseph,James,Brown,Joseph,he_him,"Atlanta, GA",Indian,male,male,(372) 891-9991,(986) 560-7455,joseph.brown@example.com
HH000336_P1,HH000336,1,primary,1984-05-15,employed,2009-02-18,66,operations,False,excellent,79509.98,Ms,Mary,Lee,Anderson,Mary,she_her,"Chicago, IL",American,female,female,,(797) 629-6883,mary.anderson@example.com
HH000336_P2,HH000336,2,spouse_partner,1982-03-29,employed,2008-11-10,66,healthcare,False,good,20025.6,Mr,William,James,Anderson,Willia,he_him,"Houston, TX",American,male,male,,(570) 660-0649,william.anderson@example.com
HH000337_P1,HH000337,1,primary,1986-10-15,employed,2010-06-10,66,finance,False,good,95960.35,Mr,David,Rose,Johnson,David,he_him,"Seattle, WA",American,male,male,,(767) 669-8311,david.johnson@example.com
HH000337_P2,HH000337,2,spouse_partner,1986-11-12,employed,2007-07-06,65,healthcare,False,good,33042.88,Dr,Margaret,Anne,Johnson,Margaret,she_her,"New York, NY",American,female,female,,(657) 965-9383,margaret.johnson@example.com
HH000338_P1,HH000338,1,primary,1964-12-14,inactive,1987-05-28,68,operations,False,fair,223423.02,Mrs,Mary,Jane,Wilson,Mary,she_her,"Houston, TX",Irish,female,female,(659) 948-0394,(460) 532-8900,mary.wilson@example.com
HH000339_P1,HH000339,1,primary,1946-12-07,retired,1974-03-13,62,retired,False,excellent,35391.12,Ms,Elizabeth,James,Brown,Elizabet,she_her,"Atlanta, GA",British,female,female,,(584) 215-9526,elizabeth.brown@example.com
HH000339_P2,HH000339,2,spouse_partner,1937-04-22,retired,1980-11-01,68,retired,False,excellent,32607.55,Mr,Robert,,Brown,Robert,he_him,"Phoenix, AZ",American,male,male,,(849) 762-2564,robert.brown@example.com
HH000340_P1,HH000340,1,primary,1972-02-29,employed,1991-01-17,66,professional,False,fair,90921.01,Mrs,Susan,Anne,Anderson,Susan,she_her,"Atlanta, GA",American,female,female,(566) 513-1275,(971) 365-2054,susan.anderson@example.com
HH000340_P2,HH000340,2,spouse_partner,1970-12-15,employed,1989-11-28,68,professional,False,good,30879.14,Dr,William,Anne,Anderson,William,he_him,"New York, NY",American,male,male,,(232) 695-9105,william.anderson@example.com
HH000341_P1,HH000341,1,primary,1965-12-13,inactive,1993-06-10,70,operations,False,good,102004.49,Mr,Joseph,,Moore,Joseph,he_him,"Los Angeles, CA",American,male,male,,(659) 839-0265,joseph.moore@example.com
HH000341_P2,HH000341,2,spouse_partner,1956-09-14,retired,1984-02-27,67,retired,False,fair,79226.65,Mrs,Emily,,Moore,Emily,she_her,"Phoenix, AZ",American,female,female,(939) 822-2896,(739) 530-9338,emily.moore@example.com
HH000342_P1,HH000342,1,primary,1972-02-04,employed,1992-12-31,67,business_owner,True,good,198350.88,Mr,William,Grace,Anderson,Willia,he_him,"Chicago, IL",American,male,male,,(347) 522-7271,william.anderson@example.com
HH000342_P2,HH000342,2,spouse_partner,1981-10-23,inactive,2000-08-23,63,inactive,False,good,28977.34,Mrs,Mary,Lee,Anderson,Mary,she_her,"Houston, TX",American,female,female,,(570) 915-8375,mary.anderson@example.com
HH000343_P1,HH000343,1,primary,1979-03-25,employed,2002-07-27,66,operations,False,good,183528.53,Dr,Joseph,Grace,Smith,Josep,he_him,"Seattle, WA",American,male,male,,(562) 364-6461,joseph.smith@example.com
HH000343_P2,HH000343,2,spouse_partner,1975-09-10,employed,2001-01-26,62,education,False,good,53903.03,Ms,Emily,,Smith,Emily,she_her,"Houston, TX",American,female,female,(277) 302-2002,(883) 269-6801,emily.smith@example.com
HH000344_P1,HH000344,1,primary,1982-11-21,employed,2010-05-07,70,finance,False,excellent,248941.79,Mrs,Margaret,Jane,Smith,Margaret,she_her,"Phoenix, AZ",American,female,female,(783) 336-2255,(911) 519-9192,margaret.smith@example.com
HH000344_P2,HH000344,2,spouse_partner,1979-07-29,inactive,1997-12-14,63,inactive,False,excellent,108711.37,Mr,James,Rose,Smith,James,he_him,"Houston, TX",American,male,male,,(415) 600-1326,james.smith@example.com
HH000345_P1,HH000345,1,primary,1960-12-24,employed,1983-06-05,68,operations,False,good,140056.32,Dr,Thomas,Lee,Anderson,Thomas,he_him,"New York, NY",American,male,male,,(899) 982-3145,thomas.anderson@example.com
HH000345_P2,HH000345,2,spouse_partner,1951-09-04,retired,1980-01-28,62,retired,False,fair,85041.09,Ms,Elizabeth,Marie,Anderson,Elizabeth,she_her,"Los Angeles, CA",American,female,female,,(912) 424-0041,elizabeth.anderson@example.com
HH000346_P1,HH000346,1,primary,1984-07-13,employed,2008-04-01,69,finance,False,excellent,140184.66,Mr,Joseph,Lee,Brown,Joseph,he_him,"Phoenix, AZ",American,male,male,(521) 966-3390,(412) 773-6114,joseph.brown@example.com
HH000346_P2,HH000346,2,spouse_partner,1993-08-19,employed,2017-06-23,64,education,False,poor,89400.48,Ms,Jennifer,Ray,Brown,Jennife,she_her,"Chicago, IL",American,female,female,,(666) 798-2333,jennifer.brown@example.com
HH000347_P1,HH000347,1,primary,1972-09-07,employed,1999-10-04,63,business_owner,False,good,83410.28,Mr,Joseph,,Davis,Joseph,he_him,"Phoenix, AZ",British,male,male,(592) 804-4699,(331) 707-1126,joseph.davis@example.com
HH000347_P2,HH000347,2,spouse_partner,1967-01-02,self_employed,1995-03-13,61,healthcare,False,excellent,52023.7,Mrs,Linda,Rose,Davis,Lind,she_her,"Seattle, WA",Irish,female,female,(950) 982-0375,(649) 753-6062,linda.davis@example.com
HH000348_P1,HH000348,1,primary,1971-04-07,employed,1995-04-03,63,finance,False,excellent,153097.4,Mr,Robert,Anne,Miller,Robert,he_him,"Los Angeles, CA",American,male,male,,(642) 644-7145,robert.miller@example.com
HH000348_P2,HH000348,2,spouse_partner,1963-05-03,employed,1983-06-28,70,healthcare,False,fair,41145.9,Ms,Mary,Ray,Miller,Mar,she_her,"Atlanta, GA",American,female,female,(628) 302-3914,(672) 964-2755,mary.miller@example.com
HH000349_P1,HH000349,1,primary,1979-12-07,retired,2002-08-15,67,retired,False,good,96936.35,Mr,David,Ray,Miller,David,he_him,"Houston, TX",American,male,male,(488) 772-0169,(288) 493-5330,david.miller@example.com
HH000349_P2,HH000349,2,spouse_partner,1985-02-09,employed,2005-09-02,63,professional,False,excellent,24649.74,Ms,Patricia,Lee,Miller,Patricia,she_her,"Seattle, WA",American,female,female,,(228) 259-6239,patricia.miller@example.com
HH000350_P1,HH000350,1,primary,1987-11-26,employed,2006-11-05,64,professional,False,excellent,63355.58,Mr,Daniel,,Brown,Danie,he_him,"Houston, TX",American,male,male,,(538) 202-3727,daniel.brown@example.com
HH000350_P2,HH000350,2,spouse_partner,1997-02-16,inactive,2019-05-13,60,inactive,False,good,46444.97,Dr,Patricia,,Brown,Patricia,she_her,"Houston, TX",American,female,female,,(690) 801-9405,patricia.brown@example.com
HH000351_P1,HH000351,1,primary,1979-04-21,employed,1998-08-11,68,exec,False,good,103150.64,Ms,Jennifer,,Miller,Jennifer,she_her,"Chicago, IL",American,female,female,(882) 484-6279,(384) 504-0424,jennifer.miller@example.com
HH000351_P2,HH000351,2,spouse_partner,1986-01-20,employed,2005-07-30,62,healthcare,False,poor,29525.98,Mr,Michael,Anne,Miller,Michae,he_him,"Philadelphia, PA",American,male,male,(761) 239-1060,(862) 376-0727,michael.miller@example.com
HH000352_P1,HH000352,1,primary,1967-06-09,employed,1992-12-02,68,business_owner,False,fair,52576.24,Dr,William,James,Smith,Willia,he_him,"New York, NY",American,male,male,(767) 404-8088,(466) 980-8594,william.smith@example.com
HH000352_P2,HH000352,2,spouse_partner,1961-12-23,employed,1980-05-08,60,business_owner,False,good,32927.72,Dr,Jennifer,Rose,Smith,Jennifer,she_her,"Atlanta, GA",American,female,female,,(582) 333-5727,jennifer.smith@example.com
HH000353_P1,HH000353,1,primary,1970-11-02,inactive,1994-12-30,69,professional,False,good,218504.33,Dr,Daniel,,Anderson,Daniel,he_him,"New York, NY",American,male,male,,(494) 635-4304,daniel.anderson@example.com
HH000354_P1,HH000354,1,primary,1969-11-11,self_employed,1998-03-28,67,finance,False,good,171515.41,Dr,Linda,,Smith,Linda,she_her,"Philadelphia, PA",American,female,female,,(246) 574-8616,linda.smith@example.com
HH000355_P1,HH000355,1,primary,1971-01-20,employed,1993-03-21,66,exec,False,excellent,158367.98,Ms,Linda,Lee,Davis,Lind,she_her,"New York, NY",American,female,female,(915) 365-3160,(618) 967-7927,linda.davis@example.com
HH000355_P2,HH000355,2,spouse_partner,1968-08-29,employed,1993-09-18,65,healthcare,False,good,93637.06,Mr,Joseph,Anne,Davis,Joseph,he_him,"Philadelphia, PA",American,male,male,,(467) 654-0932,joseph.davis@example.com
HH000356_P1,HH000356,1,primary,1982-06-22,employed,2004-06-05,66,business_owner,False,excellent,71302.61,Dr,Thomas,Ray,Miller,Thoma,he_him,"Chicago, IL",American,male,male,(496) 534-1821,(533) 493-5875,thomas.miller@example.com
HH000356_P2,HH000356,2,spouse_partner,1976-04-08,employed,1998-06-21,62,business_owner,False,excellent,21197.07,Mrs,Jennifer,Grace,Miller,Jennifer,she_her,"Seattle, WA",American,female,female,(511) 603-2771,(350) 256-0735,jennifer.miller@example.com
HH000357_P1,HH000357,1,primary,1967-11-24,self_employed,1993-04-27,64,professional,False,excellent,58647.34,Mx,Morgan,,Wilson,Morgan,they_them,"Phoenix, AZ",Canadian,non_binary,non_binary,(803) 518-7155,(221) 923-1434,morgan.wilson@example.com
HH000358_P1,HH000358,1,primary,1999-02-04,self_employed,2020-02-03,63,professional,False,good,109125.95,Mr,James,James,Davis,James,he_him,"Philadelphia, PA",American,male,male,(826) 922-8581,(931) 243-9508,james.davis@example.com
HH000358_P2,HH000358,2,spouse_partner,1989-05-20,employed,2009-01-21,63,business_owner,True,excellent,31386.64,Ms,Margaret,,Davis,Margaret,she_her,"Phoenix, AZ",American,female,female,,(225) 397-2156,margaret.davis@example.com
HH000359_P1,HH000359,1,primary,1982-03-25,retired,2004-06-01,69,retired,False,good,29147.31,Mr,William,Anne,Anderson,Willia,he_him,"Houston, TX",American,male,male,,(340) 570-0078,william.anderson@example.com
HH000359_P2,HH000359,2,spouse_partner,1976-04-02,self_employed,2000-09-02,63,operations,False,fair,23062.6,Dr,Margaret,James,Anderson,Margaret,she_her,"Chicago, IL",British,female,female,,(283) 752-3791,margaret.anderson@example.com
HH000360_P1,HH000360,1,primary,1968-11-10,employed,1994-06-29,62,exec,False,good,112745.14,Mr,David,,Miller,Davi,he_him,"Los Angeles, CA",American,male,male,(298) 518-4377,(974) 300-8839,david.miller@example.com
HH000360_P2,HH000360,2,spouse_partner,1970-05-17,employed,1989-11-04,67,education,False,good,85390.79,Mrs,Susan,Rose,Miller,Susan,she_her,"Phoenix, AZ",American,female,female,,(812) 919-4001,susan.miller@example.com
HH000361_P1,HH000361,1,primary,1993-07-18,self_employed,2015-02-03,65,sales,False,good,84475.48,Dr,Daniel,,Anderson,Daniel,he_him,"Philadelphia, PA",American,male,male,,(638) 919-2522,daniel.anderson@example.com
HH000361_P2,HH000361,2,spouse_partner,1995-09-09,inactive,2021-08-20,65,inactive,False,good,60519.48,Dr,Susan,,Anderson,Susan,she_her,"Houston, TX",American,female,female,(786) 685-2482,(759) 905-6656,susan.anderson@example.com
HH000362_P1,HH000362,1,primary,1976-06-17,self_employed,1999-11-10,67,business_owner,False,fair,135315.32,Mr,David,Rose,Davis,David,he_him,"Phoenix, AZ",American,male,male,,(261) 550-0603,david.davis@example.com
HH000363_P1,HH000363,1,primary,1980-03-15,employed,2000-04-04,66,operations,False,poor,100863.35,Dr,Patricia,Rose,Smith,Patricia,she_her,"Houston, TX",American,female,female,,(380) 236-2670,patricia.smith@example.com
HH000363_P2,HH000363,2,spouse_partner,1973-01-20,retired,2007-10-01,71,retired,False,good,46914.58,Dr,David,,Smith,David,he_him,"Philadelphia, PA",American,male,male,,(353) 896-5061,david.smith@example.com
HH000364_P1,HH000364,1,primary,1971-06-30,employed,1997-08-20,67,finance,False,good,165326.69,Dr,Michael,Jane,Smith,Michael,he_him,"Los Angeles, CA",American,male,male,,(562) 859-9611,michael.smith@example.com
HH000364_P2,HH000364,2,spouse_partner,1961-04-10,retired,1996-07-07,63,retired,False,excellent,130519.56,Mrs,Elizabeth,Anne,Smith,Elizabeth,she_her,"Phoenix, AZ",American,female,female,(786) 430-2792,(359) 517-2927,elizabeth.smith@example.com
HH000365_P1,HH000365,1,primary,1966-05-16,employed,1992-10-25,62,exec,False,excellent,169487.75,Mrs,Susan,,Brown,Susan,she_her,"Atlanta, GA",American,female,female,,(351) 562-4004,susan.brown@example.com
HH000365_P2,HH000365,2,spouse_partner,1963-05-08,employed,1982-05-26,70,operations,False,good,151884.29,Dr,Daniel,Ray,Brown,Daniel,he_him,"Philadelphia, PA",American,male,male,(944) 767-7168,(685) 342-9165,daniel.brown@example.com
HH000366_P1,HH000366,1,primary,1991-12-21,employed,2016-06-27,66,exec,True,good,125888.26,Mrs,Mary,,Smith,Mary,she_her,"Phoenix, AZ",American,female,female,(465) 474-1368,(368) 946-9844,mary.smith@example.com
HH000367_P1,HH000367,1,primary,1995-11-18,self_employed,2019-01-16,64,professional,False,poor,117910.07,Mr,Joseph,Ray,Davis,Joseph,he_him,"Seattle, WA",American,male,male,,(526) 986-5307,joseph.davis@example.com
HH000368_P1,HH000368,1,primary,1953-11-28,retired,1998-03-19,64,retired,False,excellent,42129.61,Dr,Jennifer,Rose,Davis,Jennife,she_her,"Houston, TX",American,female,female,(843) 675-6055,(334) 501-4971,jennifer.davis@example.com
HH000368_P2,HH000368,2,spouse_partner,1957-03-15,retired,2001-07-06,62,retired,False,fair,23428.22,Mr,Michael,,Davis,Michael,he_him,"Chicago, IL",British,male,male,,(895) 558-5476,michael.davis@example.com
HH000369_P1,HH000369,1,primary,1967-07-04,employed,1986-07-08,63,business_owner,True,good,87032.51,Dr,James,,Wilson,James,he_him,"Los Angeles, CA",American,male,male,(780) 796-3772,(231) 612-4813,james.wilson@example.com
HH000369_P2,HH000369,2,spouse_partner,1971-05-14,employed,1990-03-11,68,healthcare,False,poor,77226.24,Mrs,Emily,Lee,Wilson,Emil,she_her,"Los Angeles, CA",American,female,female,,(833) 976-1992,emily.wilson@example.com
HH000370_P1,HH000370,1,primary,1971-02-20,retired,2002-08-13,65,retired,False,excellent,124910.32,Mr,Joseph,,Brown,Joseph,he_him,"Phoenix, AZ",American,male,male,,(761) 381-7109,joseph.brown@example.com
HH000370_P2,HH000370,2,spouse_partner,1964-02-03,employed,1988-10-26,68,operations,False,good,43025.67,Mrs,Linda,,Brown,Linda,she_her,"Phoenix, AZ",American,female,female,,(455) 277-2467,linda.brown@example.com
HH000371_P1,HH000371,1,primary,1991-07-29,employed,2019-01-15,69,finance,False,poor,75612.9,Mr,David,James,Anderson,David,he_him,"New York, NY",American,male,male,(859) 694-2166,(231) 987-2091,david.anderson@example.com
HH000371_P2,HH000371,2,spouse_partner,1987-12-12,employed,2014-12-09,65,business_owner,False,fair,41754.18,Ms,Linda,James,Anderson,Linda,she_her,"Seattle, WA",American,female,female,(971) 792-6035,(685) 257-1444,linda.anderson@example.com
HH000372_P1,HH000372,1,primary,1975-08-26,employed,1996-04-25,65,operations,False,excellent,79832.71,Ms,Susan,,Davis,Susan,she_her,"Los Angeles, CA",American,female,female,,(928) 261-9144,susan.davis@example.com
HH000373_P1,HH000373,1,primary,1980-12-12,employed,2003-11-15,67,sales,False,fair,98144.63,Dr,Joseph,,Anderson,Josep,he_him,"New York, NY",American,male,male,(775) 717-9899,(699) 778-9255,joseph.anderson@example.com
HH000373_P2,HH000373,2,spouse_partner,1975-08-01,employed,1995-05-28,67,education,False,fair,24136.17,Ms,Jennifer,,Johnson,Jennifer,she_her,"Seattle, WA",American,female,female,(932) 220-3434,(618) 207-0516,jennifer.johnson@example.com
HH000374_P1,HH000374,1,primary,1981-05-19,inactive,2000-11-09,67,exec,False,excellent,92020.56,Dr,Mary,,Anderson,Mary,she_her,"New York, NY",American,female,female,(201) 273-1025,(875) 827-7913,mary.anderson@example.com
HH000374_P2,HH000374,2,spouse_partner,1980-02-12,employed,2008-04-12,67,operations,False,good,79934.59,Mr,William,,Anderson,William,he_him,"Phoenix, AZ",American,male,male,,(803) 496-5567,william.anderson@example.com
HH000375_P1,HH000375,1,primary,1983-02-14,self_employed,2008-05-07,65,business_owner,True,good,210170.93,Mr,Robert,,Brown,Rober,he_him,"Philadelphia, PA",Canadian,male,male,(408) 852-3760,(929) 942-7463,robert.brown@example.com
HH000376_P1,HH000376,1,primary,1976-05-15,self_employed,1997-01-18,65,finance,True,good,69635.7,Dr,Jennifer,,Anderson,Jennifer,she_her,"Phoenix, AZ",American,female,female,,(555) 565-1358,jennifer.anderson@example.com
HH000377_P1,HH000377,1,primary,1977-12-10,employed,1999-11-14,64,professional,True,excellent,44411.48,Dr,Linda,Jane,Smith,Linda,she_her,"Atlanta, GA",American,female,female,,(396) 778-3632,linda.smith@example.com
HH000377_P2,HH000377,2,spouse_partner,1984-11-23,employed,2011-11-14,71,education,False,fair,31559.88,Mr,William,,Smith,Willia,he_him,"Atlanta, GA",American,male,male,,(809) 750-4859,william.smith@example.com
HH000378_P1,HH000378,1,primary,1989-10-01,self_employed,2010-06-16,63,sales,True,good,283419.09,Mrs,Jennifer,,Johnson,Jennifer,she_her,"Chicago, IL",American,female,female,(525) 354-1480,(895) 719-1255,jennifer.johnson@example.com
HH000378_P2,HH000378,2,spouse_partner,1994-04-19,self_employed,2016-10-16,67,operations,False,good,104998.89,Mr,Thomas,,Brown,Thomas,he_him,"New York, NY",American,male,male,(598) 248-2338,(249) 699-9408,thomas.brown@example.com
HH000379_P1,HH000379,1,primary,1980-03-26,employed,2003-10-19,66,operations,False,poor,89385.39,Ms,Jennifer,Jane,Smith,Jennifer,she_her,"Houston, TX",American,female,female,(720) 846-9822,(616) 253-8709,jennifer.smith@example.com
HH000379_P2,HH000379,2,spouse_partner,1990-08-03,employed,2009-09-10,64,healthcare,False,fair,14947.24,Mr,Robert,,Miller,Robert,he_him,"Phoenix, AZ",American,male,male,(597) 789-8604,(749) 338-9389,robert.miller@example.com
HH000380_P1,HH000380,1,primary,1941-05-26,retired,1983-07-10,72,retired,False,good,72622.05,Mr,Michael,,Anderson,Michael,he_him,"Phoenix, AZ",American,male,male,,(430) 556-4243,michael.anderson@example.com
HH000381_P1,HH000381,1,primary,1968-04-10,employed,1989-09-12,67,finance,False,poor,99224.94,Mrs,Margaret,Lee,Brown,Margaret,she_her,"Chicago, IL",American,female,female,(515) 914-6940,(398) 673-7953,margaret.brown@example.com
HH000381_P2,HH000381,2,spouse_partner,1975-05-15,employed,1993-04-29,67,healthcare,False,good,68752.03,Dr,Robert,,Brown,Robert,he_him,"Phoenix, AZ",American,male,male,(516) 460-7255,(670) 749-7512,robert.brown@example.com
HH000382_P1,HH000382,1,primary,1982-02-13,self_employed,2000-06-23,64,sales,False,excellent,173410.12,Mr,James,,Brown,Jame,he_him,"New York, NY",American,male,male,(858) 683-5577,(549) 961-1278,james.brown@example.com
HH000382_P2,HH000382,2,spouse_partner,1974-09-04,employed,1996-08-12,65,business_owner,False,excellent,38116.31,Ms,Patricia,,Brown,Patricia,she_her,"New York, NY",American,female,female,,(903) 561-1066,patricia.brown@example.com
HH000383_P1,HH000383,1,primary,1951-06-24,retired,1973-08-13,64,retired,True,excellent,29655.26,Mr,Thomas,,Davis,Thomas,he_him,"Atlanta, GA",Canadian,male,male,,(437) 313-3905,thomas.davis@example.com
HH000383_P2,HH000383,2,spouse_partner,1959-05-26,retired,1998-02-25,67,retired,False,good,10502.85,Dr,Susan,,Davis,Susan,she_her,"New York, NY",American,female,female,,(478) 295-1919,susan.davis@example.com
HH000384_P1,HH000384,1,primary,1993-08-07,inactive,,65,professional,False,good,141828.97,Ms,Jennifer,James,Smith,Jennifer,she_her,"Philadelphia, PA",American,female,female,(937) 687-3814,(840) 247-5835,jennifer.smith@example.com
HH000384_P2,HH000384,2,spouse_partner,2002-10-08,employed,2021-04-02,57,professional,True,good,73635.51,Dr,David,Ray,Smith,Davi,he_him,"Chicago, IL",American,male,male,,(497) 479-8822,david.smith@example.com
